X,Y,Name,Longitude,Latitude,Altitude (,Comments,Support He,Support Ty,of UL CEs,of DL CEs,Max Iub UL,Max Iub DL,Equipment,of EV-DO C,Max Backha,Max Backha_1,Alias,Operator,ID_Vtal,Name_2,icon_url
-46.6713900000291,-23.5497199988418,Claro_1010112179,-46,-23,,"RUA FLAVIO QUEIROS MORAIS, 94, PACAEMBU",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6077100000294,-23.5670599988414,Claro_1008006782,-46,-23,,R  PRESIDENTE SOARES BRANDAO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6150000000292,-23.5309999988425,Claro_674688872,-46,-23,,RUA MENDES GONÇALVES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6679000000291,-23.5359399988423,Claro_682597481,-46,-23,,R ITAPICURÚ,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6199700000292,-23.5400199988422,Claro_691281114,-46,-23,,R DA JUTA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.681280000029,-23.5461199988419,Claro_683841998,-46,-23,,R DOUTOR ARNALDO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.7323200000291,-23.6396799988388,Claro_1014689721,-46,-23,,R AFONSO VIDAL,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.680700000029,-23.5526999988417,Claro_683858882,-46,-23,,R ALVES GUIMARÃES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.683400000029,-23.5240299988426,Claro_2331691,-46,-23,,R CARLOS VICARI,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.7359000000291,-23.6493999988385,Claro_2744244,-46,-23,,R LUÍS GRASSMANN,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6289000000292,-23.5228999988428,Claro_683915703,-46,-23,,AV TIRADENTES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.680470000029,-23.5349999988423,Claro_684927012,-46,-23,,R CAIUBI,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6309500000292,-23.5551199988417,Claro_534592112,-46,-23,,R DOS ESTUDANTES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6474500000292,-23.546479998842,Claro_683887637,-46,-23,,R AMARAL GURGEL,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6422200000291,-23.5166599988429,Claro_659051214,-46,-23,,AV OLAVO FONTOURA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6666700000291,-23.545559998842,Claro_1010112187,-46,-23,,"AVENIDA ARNOLFO AZEVEDO, 231, PACAEMBU",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6528800000292,-23.5634999988414,Claro_1010205738,-46,-23,,AV PAULISTA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6730000000291,-23.5608999988415,Claro_431055688,-46,-23,,AV REBOUÇAS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6579100000291,-23.5477699988419,Claro_1008537770,-46,-23,,R SERGIPE,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.681540000029,-23.5280899988425,Claro_690598793,-46,-23,,R VENÂNCIO AIRES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6435000000292,-23.547199998842,Claro_687980208,-46,-23,,R DA CONSOLAÇÃO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.687780000029,-23.5588899988415,Claro_1004665617,-46,-23,,"RUA INÁCIO PEREIRA DA ROCHA, 41 , PINHEIROS",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6453800000292,-23.5494999988419,Claro_534888372,-46,-23,,R MARTINS FONTES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.741410000029,-23.6437799988387,Claro_1007676423,-46,-23,,R ISAÍAS BRANCO DE ARAÚJO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6336000000292,-23.5359999988423,Claro_687686105,-46,-23,,AV PRESTES MAIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6417000000292,-23.545009998842,Claro_499999460,-46,-23,,R DOM JOSÉ DE BARROS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.679350000029,-23.5404099988421,Claro_683841920,-46,-23,,R IPEROIG,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6367000000292,-23.5594999988416,Claro_2164035,-46,-23,,R FAGUNDES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6622900000291,-23.5588499988416,Claro_442158556,-46,-23,,AL SANTOS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6566000000291,-23.5532599988417,Claro_683887840,-46,-23,,R BELA CINTRA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6509800000292,-23.5593924988416,Claro_534591981,-46,-23,,R SILVIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6541000000292,-23.5574999988416,Claro_689126034,-46,-23,,R DONA ADMA JAFET,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6551700000292,-23.5585499988416,Claro_683889133,-46,-23,,R PEIXOTO GOMIDE,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6333200000292,-23.5426999988421,Claro_683942468,-46,-23,,R FLORÊNCIO DE ABREU,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6656000000291,-23.5555599988417,Claro_3428370,-46,-23,,R MINAS GERAIS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6462100000291,-23.5317599988425,Claro_687666813,-46,-23,,AV RIO BRANCO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6574700000291,-23.5559399988417,Claro_405602804,-46,-23,,R AUGUSTA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6528800000292,-23.5634999988414,Claro_1004601899,-46,-23,,AV PAULISTA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6440000000292,-23.5406999988422,Claro_405604890,-46,-23,,R VITÓRIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6323500000292,-23.516339998843,Claro_689623232,-46,-23,,AV SANTOS DUMONT,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6179000000292,-23.515499998843,Claro_3624030,-46,-23,,TRAVESSA CASALBUONO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6686100000291,-23.5480599988419,Claro_1010141373,-46,-23,,"RUA SILVIO PORTUGAL, 352, PACAEMBU",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6565100000291,-23.5297099988425,Claro_697423727,-46,-23,,R CONSELHEIRO BROTERO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6441200000292,-23.5551299988417,Claro_442911866,-46,-23,,R MANOEL DUTRA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6574200000291,-23.545589998842,Claro_683935518,-46,-23,,R PIAUÍ,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6490500000292,-23.5555299988417,Claro_683888641,-46,-23,,R MANOEL DUTRA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6540200000292,-23.5641399988414,Claro_688033202,-46,-23,,AV PAULISTA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6157000000293,-23.5424999988422,Claro_683886614,-46,-23,,AV RANGEL PESTANA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6423000000291,-23.5353999988423,Claro_682653870,-46,-23,,PC PRINCESA ISABEL,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6701400000291,-23.5380099988422,Claro_683943723,-46,-23,,R MONTE ALEGRE,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6660500000291,-23.5675899988413,Claro_405604203,-46,-23,,AL MINISTRO ROCHA AZEVEDO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6675000000291,-23.5466699988419,Claro_1010112128,-46,-23,,"RUA MODIGLIANI, 209, PACAEMBU",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6308000000293,-23.5519999988418,Claro_683895176,-46,-23,,RUA TABATINGUERA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6224300000292,-23.5339099988424,Claro_399914668,-46,-23,,R VITOR HUGO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6059000000293,-23.5200999988429,Claro_683885979,-46,-23,,TRAVESSA MARIA JULIA BIANCALANA ESTEVES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.669410000029,-23.5289599988425,Claro_1015744386,-46,-23,,AVENIDA FRANCISCO MATARAZZO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6613000000291,-23.5389999988422,Claro_689028903,-46,-23,,"R CONSELHEIRO BROTERO, 1486, SANTA CECÍLIA",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6117400000293,-23.549339998842,Claro_696682320,-46,-23,,R DOUTOR ALMEIDA LIMA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.675530000029,-23.5334499988423,Claro_693060794,-46,-23,,R APIACÁS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6857700000291,-23.5627999988414,Claro_683866729,-46,-23,,R TEODORO SAMPAIO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6385600000292,-23.5503399988419,Claro_534592058,-46,-23,,R ASDRUBAL DO NASCIMENTO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6341500000292,-23.5586799988416,Claro_1015784493,-46,-23,,R DA GLORIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6386900000292,-23.5519799988418,Claro_683942417,-46,-23,,R MARIA PAULA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6727800000291,-23.5480599988419,Claro_1010112209,-46,-23,,"RUA ALMIRANTE PEREIRA GUIMARAES, 425, PACAEMBU",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6397400000291,-23.5289499988425,Claro_696668645,-46,-23,,R SILVA PINTO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6387800000292,-23.5537799988418,Claro_1006991414,-46,-23,,AV BRIGADEIRO LUIS ANTONIO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6414000000292,-23.5446999988421,Claro_690656688,-46,-23,,R BARÃO DE ITAPETININGA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6691700000291,-23.5505599988418,Claro_1010112144,-46,-23,,"RUA PRINCIPADO DE MONACO, 159, PACAEMBU",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6766900000291,-23.5593099988415,Claro_683893670,-46,-23,,R ARTUR DE AZEVEDO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6550800000291,-23.5345699988423,Claro_683841980,-46,-23,,PC MARECHAL DEODORO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.683640000029,-23.5548399988416,Claro_696683407,-46,-23,,R ÁSIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6244300000292,-23.5408199988422,Claro_683915754,-46,-23,,R BENJAMIN DE OLIVEIRA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.687420000029,-23.5569999988416,Claro_534888461,-46,-23,,R HARMONIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6086000000293,-23.5430999988422,Claro_399914587,-46,-23,,RUA VINTE E UM DE ABRIL,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6488000000291,-23.5397999988422,Claro_683942026,-46,-23,,R FREDERICO ABRANCHES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6611500000291,-23.5554299988417,Claro_683887904,-46,-23,,R BELA CINTRA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6546100000291,-23.5383399988422,Claro_1015784418,-46,-23,,AV ANGÉLICA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6338200000292,-23.545289998842,Claro_1015821852,-46,-23,,R R. JOÃO BRÍCOLA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6368000000292,-23.5377999988423,Claro_690944942,-46,-23,,R WASHINGTON LUIZ,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.678500000029,-23.5276999988425,Claro_1005185716,-46,-23,,AV FRANCISCO MATARAZZO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.7510200000291,-23.6676099988379,Claro_1015823235,-46,-23,,R EXPEDITO DE OLIVEIRA SANTOS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.674320000029,-23.5421099988421,Claro_684148161,-46,-23,,R PROFESSOR JOAO ARRUDA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6244000000292,-23.5310999988425,Claro_683886843,-46,-23,,R ITARIRI,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.667310000029,-23.5226999988427,Claro_689986289,-46,-23,,R FEDERAÇÃO PAULISTA DE FUTEBOL,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6383400000291,-23.5228399988427,Claro_1011908872,-46,-23,,R SOLON,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6623900000291,-23.5323399988424,Claro_683894439,-46,-23,,AV GENERAL OLIMPIO DA SILVEIRA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6324000000293,-23.5635999988415,Claro_683895893,-46,-23,,R PANDIÁ CALOGERAS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6770000000291,-23.5510999988418,Claro_690501900,-46,-23,,AV DOUTOR ARNALDO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6627600000291,-23.5248399988426,Claro_1353721,-46,-23,,R DA VÁRZEA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6279700000293,-23.5629199988415,Claro_1015784507,-46,-23,,R DIOGO VAZ,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6407000000292,-23.5492999988419,Claro_687666791,-46,-23,,R SANTO ANTONIO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6366000000292,-23.5401399988422,Claro_683941925,-46,-23,,AV IPIRANGA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.7815200000289,-23.6604999988381,Claro_697430812,-46,-23,,R LUZIA PINHATTA ANDREATTI,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6725500000291,-23.542779998842,Claro_684823616,-46,-23,,R CARDOSO DE ALMEIDA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6214200000293,-23.5674199988414,Claro_2952491,-46,-23,,R LINS DE VASCONCELOS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6522200000291,-23.5355499988423,Claro_683942182,-46,-23,,R GENERAL JÚLIO MARCONDES SALGADO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.685730000029,-23.543729998842,Claro_577969471,-46,-23,,R DOUTOR PAULO VIEIRA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6786000000291,-23.5646999988413,Claro_2080850,-46,-23,,AV REBOUÇAS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6082000000292,-23.5251999988427,Claro_403012821,-46,-23,,R PADRE TADDEI,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6232000000292,-23.5201999988429,Claro_699979170,-46,-23,,AV PRESIDENTE CASTELO BRANCO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6218500000293,-23.548109998842,Claro_683886630,-46,-23,,R CAETANO PINTO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6702800000291,-23.5494399988418,Claro_1010112160,-46,-23,,"RUA CASSIO MARTINS VILACA, 390, PACAEMBU",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6545700000292,-23.5565599988417,Claro_431368082,-46,-23,,R BARATA RIBEIRO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6596000000291,-23.5580999988416,Claro_690901321,-46,-23,,"AV PAULISTA, 2.100, BELA VISTA",50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6527800000292,-23.5640799988414,Claro_3398692,-46,-23,,AV PAULISTA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6634000000291,-23.5609299988415,Claro_1349821,-46,-23,,R AUGUSTA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6346400000292,-23.5523499988418,Claro_631362940,-46,-23,,R JOÃO MENDES,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6285100000292,-23.5175999988429,Claro_690661061,-46,-23,,R VOLUNTÁRIOS DA PÁTRIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6344000000292,-23.5483999988419,Claro_441799426,-46,-23,,R DIREITA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.7231000000291,-23.6415799988388,Claro_2744228,-46,-23,,R ACARÍ,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6398000000292,-23.5405999988422,Claro_684960893,-46,-23,,AV RIO BRANCO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6455000000292,-23.5431999988421,Claro_682813044,-46,-23,,RUA BENTO DE FREITAS,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6238900000293,-23.5514999988419,Claro_1349872,-46,-23,,R VISCONDE DE PARNAÍBA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6452500000292,-23.5636599988414,Claro_682725781,-46,-23,,RUA TREZE DE MAIO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.683950000029,-23.5171099988428,Claro_683013297,-46,-23,,AVENIDA MARQUES DE SÃO VICENTE,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6402900000292,-23.5384499988423,Claro_697127680,-46,-23,,RUA VITÓRIA,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6410600000292,-23.5581499988416,Claro_608248410,-46,-23,,AV BRIGADEIRO LUIS ANTONIO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.753960000029,-23.6633699988381,Claro_697433200,-46,-23,,R MERCEDES NASSER SABBAG,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6540000000291,-23.5503199988418,Claro_683893700,-46,-23,,R CONSOLAÇÃO,50,,256,256,12288,12288,,96,950000,950000,,Claro,,,./0.png
-46.6308305555847,-23.5229499988428,Tiradentes 01,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_01,VTAL,,Tiradentes 01,./1.png
-46.6319111111403,-23.5291499988426,Tiradentes 02,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_02,VTAL,,Tiradentes 02,./1.png
-46.6368194444736,-23.5349388877313,Luz 01,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_03,VTAL,,Luz 01,./1.png
-46.6338805555847,-23.5351305543979,Luz 02,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_04,VTAL,,Luz 02,./1.png
-46.6304000000292,-23.547519442842,Term D Pedro 01,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_05,VTAL,,Term D Pedro 01,./1.png
-46.6312000000292,-23.5462194432865,Term D Pedro 02,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_06,VTAL,,Term D Pedro 02,./1.png
-46.6665111111402,-23.5573805543972,Rebouças 01,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_07,VTAL,,Rebouças 01,./1.png
-46.6643000000291,-23.5562611098416,Rebouças 02,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_08,VTAL,,Rebouças 02,./1.png
-46.7679388889179,-23.660238887727,Capão Redondo 01,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_09,VTAL,,Capão Redondo 01,./1.png
-46.7672694444734,-23.6588305543937,Capão Redondo 02,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_10,VTAL,,Capão Redondo 02,./1.png
-46.7344805555846,-23.6432888877276,João Dias 01,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_11,VTAL,,João Dias 01,./1.png
-46.7344111111402,-23.6442305543942,João Dias 02,-46,-23,,,50,,256,256,12288,12288,,96,950000,950000,Vtal_12,VTAL,,João Dias 02,./1.png
